0, 3, 0.0162959, 0.84225735102905397,
 1, 3, 0.0112753, 0.8258710915591343,
 2, 3, 0.00874114, 0.6957975560188161,
 3, 3, 0.00366091, 0.28878296104381868,
 4, 2, 0.00759903, 0.66817339801211173,
 5, 3, 0.0124126, 0.84225735102905397,
 6, 3, 0.00949934, 0.7407062666387384,
 7, 1, 0.00112378, 0.0008593814640876625,
 8, 3, 0.0109843, 0.8137562038082462,
 9, 2, 0.0240267, 0.84213080921320682,
 10, 3, 0.0200426, 0.84225735102905397,
 11, 3, 0.0122434, 0.84225735102905397,
 12, 3, 0.00065285, 0.044521363837668977,
 13, 3, 0.010548, 0.79428036184698858,
 14, 2, 0.0205371, 0.84213080921320671,
 15, 2, 0.00625064, 0.56745380520010202,
 16, 3, 0.00599113, 0.49205411062794335,
 17, 2, 0.0132026, 0.84213080921320671,
 18, 3, 0.00682851, 0.56011213948210348,
 19, 3, 0.00382952, 0.30364263766456601,
 20, 3, 0.0117402, 0.84225735102905397,
 21, 2, 0.00701159, 0.62639535798807833,
 22, 3, 0.00728333, 0.59508871547670661,
 23, 3, 0.0129938, 0.84225735102905397,
 24, 2, 0.00601837, 0.54844432886936101,
 25, 3, 0.0312149, 0.84225735102905397,
 26, 3, 0.0186629, 0.84225735102905397,
 27, 3, 0.00674278, 0.55335112617503734,
 28, 3, 0.00569649, 0.46716966563846857,
 29, 2, 0.0311115, 0.84213080921320671,
 30, 3, 0.0133112, 0.84225735102905386,
 31, 2, 0.00453067, 0.41729361848988417,
 32, 3, 0.018785, 0.84225735102905386,
 33, 1, 0.00136665, 0.0010813311409014323,
 34, 3, 0.0130245, 0.84225735102905397,
 35, 2, 0.00041927, 0.034756458563390796,
 36, 3, 0.00914287, 0.72024430739110923,
 37, 3, 0.00600135, 0.49290953990346387,
 38, 3, 0.00040751, 0.027354907153467382,
 39, 2, 0.00581771, 0.53166436619297841,
 40, 2, 0.0022459, 0.19991611777802218,
 41, 2, 0.0185927, 0.84213080921320682,
 42, 3, 0.00211325, 0.1565380189501055,
 43, 3, 0.0223013, 0.84225735102905397,
 44, 1, 0.00549455, 0.0081470510671680044,
 45, 3, 0.0015001, 0.10759719321587667,
 46, 2, 0.00820899, 0.70797488935623354,
 47, 3, 9e-08, 5.8788956567513488e-06,
 48, 3, 0.0223037, 0.84225735102905397,
 49, 2, 0.0337683, 0.84213080921320671,
 50, 1, 0.00448719, 0.0056617276257907717,
 51, 3, 0.00972543, 0.75308627757713542,
 52, 2, 0.0159148, 0.84213080921320671,
 53, 1, 0.00251941, 0.0023539583203768854,
 54, 3, 0.0107321, 0.80269369571034244,
 55, 3, 0.0155816, 0.84225735102905397,
 56, 2, 0.0101297, 0.80977351101477146,
 57, 1, 7e-08, 4.5925316381980841e-08,
 58, 3, 0.00616431, 0.50647401727270847,
 59, 3, 0.0223861, 0.84225735102905397,
 60, 2, 0.0223117, 0.84213080921320682,
 61, 3, 0.010081, 0.77162635545806335,
 62, 3, 0.0158935, 0.84225735102905386,
 63, 2, 0.0084562, 0.72305967239067492,
 64, 2, 0.0215317, 0.84213080921320671,
