0,1,0.007971,0.943215174
1,2,0.003676,0.691807647
2,1,0.018374,0.943215174
3,3,0.024225,0.936790362
4,1,0.02817,0.943215174
5,1,0.056381,0.943215174
6,1,0.014927,0.943215174
7,3,0.021028,0.936790362
8,1,0.059691,0.943215174
9,3,0.020411,0.936790362
10,3,0.030011,0.936790362
11,1,0.086908,0.943215174
12,3,2.00E-06,0.002451333
13,1,0.012853,0.943215174
14,2,0.000441,0.165418887
15,3,0.026514,0.936790362
16,3,0.040009,0.936790362
17,1,0.020453,0.943215174
18,3,0.021151,0.936790362
19,3,0.044465,0.936790362
20,1,0.081382,0.943215174
21,1,0.018113,0.943215174
22,2,0.187585,0.733018358
23,2,0.006009,0.733018358
24,3,0.015444,0.936790362
25,3,0.018564,0.936790362
26,3,0.015457,0.936790362
27,1,0.004679,0.889883334
28,1,0.007812,0.943215174
29,1,0.010717,0.943215174
30,3,0.019135,0.936790362
31,1,2.00E-06,0.002205284
32,1,0.004852,0.895056932
33,1,0.16163,0.943215174
34,3,0.029512,0.936790362
35,3,0.002504,0.795036738
36,1,0.057306,0.943215174
37,2,0.060151,0.733018358
38,1,0.011784,0.943215174
39,1,0.049733,0.943215174
40,3,0.054054,0.936790362
41,1,0.009462,0.943215174
42,3,0.005631,0.922630956
43,1,0.026776,0.943215174
44,2,0.008467,0.733018358
45,2,0.005403,0.733018358
46,3,0.044763,0.936790362
47,3,0.005807,0.926065467
48,3,0.012688,0.936790362
49,1,0.016406,0.943215174
50,1,0.046207,0.943215174
51,1,0.023638,0.943215174
52,1,0.006164,0.925453166
53,1,0.007226,0.942193182
54,2,0.001926,0.498243234
55,1,0.017709,0.943215174
56,3,0.07359,0.936790362
57,1,0.080762,0.943215174
58,3,0.027966,0.936790362
59,3,0.011876,0.936790362
60,3,0.079472,0.936790362
61,2,0.010123,0.733018358
62,2,0.032986,0.733018358
63,3,0.028623,0.936790362
64,2,0.011117,0.733018358
65,2,0.022086,0.733018358
66,1,0.040219,0.943215174
67,1,0.005592,0.913853099
68,1,0.018753,0.943215174
69,1,0.007561,0.943215174
70,3,0.010734,0.936790362
71,2,2.00E-06,0.000863369
72,3,0.00389,0.8734206
73,3,0.016901,0.936790362
74,2,0.006176,0.733018358
75,2,2.00E-06,0.000863369
76,3,0.033878,0.936790362
77,1,0.007807,0.943215174
78,2,0.023121,0.733018358
79,1,0.059477,0.943215174
80,3,0.036527,0.936790362
81,1,0.00553,0.912458439
82,3,0.011883,0.936790362
83,3,0.014604,0.936790362
84,3,0.007757,0.936790362
85,1,0.007507,0.943215174
86,3,0.00736,0.936790362
87,3,0.035427,0.936790362
88,3,0.016697,0.936790362
89,2,0.01129,0.733018358
90,3,0.060519,0.936790362
91,3,0.029646,0.936790362
92,3,0.018547,0.936790362
93,3,0.005242,0.914259531
94,3,0.056908,0.936790362
95,1,0.012058,0.943215174
96,3,0.004652,0.899079921
97,3,0.024455,0.936790362
98,1,0.011596,0.943215174
99,1,0.015912,0.943215174
100,2,0.01158,0.733018358
101,3,2.00E-06,0.002451333
102,1,0.009108,0.943215174
103,1,0.007152,0.941189596
104,3,0.024094,0.936790362
105,1,0.009506,0.943215174
106,3,0.007756,0.936790362
107,3,0.04681,0.936790362
108,3,0.006211,0.93323191
109,1,0.011436,0.943215174
110,1,0.020273,0.943215174
111,1,0.01272,0.943215174
112,3,0.009629,0.936790362
113,3,0.063051,0.936790362
114,1,0.012064,0.943215174
115,1,0.007386,0.943215174
116,3,0.018161,0.936790362
117,3,0.010083,0.936790362
118,1,0.005418,0.90986297
119,3,0.046505,0.936790362
120,1,0.024558,0.943215174
121,1,0.007662,0.943215174
122,3,0.009073,0.936790362
123,3,0.002013,0.748478169
124,2,0.007679,0.733018358
125,3,0.008557,0.936790362
126,3,0.011923,0.936790362
127,2,0.085387,0.733018358
128,1,0.019356,0.943215174
129,3,0.033316,0.936790362
130,3,0.003198,0.841228695
131,3,0.026121,0.936790362
132,3,2.00E-06,0.002451333
133,3,0.013251,0.936790362
134,2,0.005022,0.733018358
135,1,0.018101,0.943215174
136,1,0.013102,0.943215174
137,3,0.015514,0.936790362
138,3,0.0306,0.936790362
139,3,0.029805,0.936790362
140,1,0.060665,0.943215174
141,3,0.024373,0.936790362
142,3,0.006738,0.936790362
143,3,2.00E-06,0.002451333
144,3,0.015325,0.936790362
145,1,0.012818,0.943215174
146,2,0.008633,0.733018358
147,2,0.009308,0.733018358
148,3,0.093627,0.936790362
149,2,0.004692,0.733018358
150,3,0.014606,0.936790362
151,3,0.032551,0.936790362
152,3,0.008048,0.936790362
153,1,0.01254,0.943215174
154,3,0.006595,0.936790362
155,3,0.005632,0.922651054
156,3,0.009648,0.936790362
157,3,0.021886,0.936790362
158,2,0.005065,0.733018358
159,3,0.039847,0.936790362
160,3,0.008852,0.936790362
161,3,0.014045,0.936790362
162,3,0.025789,0.936790362
163,1,0.013152,0.943215174
164,1,0.004183,0.872964029
165,3,0.004781,0.902693084
166,3,0.01183,0.936790362
167,1,0.018024,0.943215174
168,3,0.00316,0.839125086
169,3,0.017489,0.936790362
170,3,0.014151,0.936790362
171,1,0.012823,0.943215174
172,3,0.039254,0.936790362
173,3,0.01652,0.936790362
174,3,0.01396,0.936790362
175,3,0.063765,0.936790362
176,2,0.012734,0.733018358
177,1,0.004345,0.878862795
178,3,0.007382,0.936790362
179,1,0.039597,0.943215174
180,3,0.03633,0.936790362
181,3,0.011119,0.936790362
182,1,0.011829,0.943215174
183,2,0.012167,0.733018358
184,2,0.006682,0.733018358
185,3,0.0064,0.93627804
186,2,0.0069,0.733018358
187,1,0.039451,0.943215174
188,3,0.037093,0.936790362
189,3,0.03412,0.936790362
190,2,0.01248,0.733018358
191,2,0.002631,0.5919664
192,3,0.040759,0.936790362
193,3,0.014977,0.936790362
194,3,0.017416,0.936790362
195,1,0.01425,0.943215174
196,1,0.003612,0.848618098
197,3,0.017312,0.936790362
198,2,0.018732,0.733018358
199,2,0.005248,0.733018358
200,3,0.02425,0.936790362
201,3,0.013075,0.936790362
202,3,0.010236,0.936790362
203,3,0.005641,0.922831629
204,3,0.004244,0.88635594
205,1,0.003285,0.831561068
206,3,0.123668,0.936790362
207,3,0.009786,0.936790362
208,2,0.025785,0.733018358
209,3,0.010562,0.936790362
210,3,0.002327,0.779938902
211,1,0.012999,0.943215174
212,1,0.007737,0.943215174
213,1,0.016216,0.943215174
214,1,0.007332,0.943215174
215,1,0.014083,0.943215174
216,3,0.037694,0.936790362
217,1,0.010502,0.943215174
218,2,0.014033,0.733018358
219,3,0.002572,0.800413535
220,3,0.027889,0.936790362
221,2,0.004896,0.733018358
222,3,0.012726,0.936790362
223,3,0.032236,0.936790362
224,3,0.039578,0.936790362
225,3,0.01477,0.936790362
226,1,0.002102,0.738113404
227,1,0.003861,0.859983935
228,3,0.022577,0.936790362
229,3,0.007623,0.936790362
230,1,0.005432,0.910192895
231,2,0.020592,0.733018358
232,3,0.025173,0.936790362
233,3,0.010168,0.936790362
234,3,0.005777,0.92549433
235,3,0.008357,0.936790362
236,1,0.011661,0.943215174
237,3,0.023061,0.936790362
238,3,0.00802,0.936790362
239,3,0.005168,0.912532412
240,3,0.012117,0.936790362
241,3,0.007603,0.936790362
242,2,0.001788,0.476423248
243,1,0.002813,0.80149495
244,3,0.033748,0.936790362
245,1,0.007096,0.940415811
246,3,0.00663,0.936790362
247,3,0.00647,0.936790362
248,3,0.009243,0.936790362
249,1,0.010324,0.943215174
250,3,0.007444,0.936790362
251,3,0.005327,0.916187666
252,3,0.017482,0.936790362
253,3,0.004726,0.901174589
254,1,0.016728,0.943215174
255,3,0.035946,0.936790362
256,3,0.00649,0.936790362
257,3,0.005614,0.922288237
258,3,0.009054,0.936790362
259,3,0.008579,0.936790362
260,1,0.008242,0.943215174
261,3,0.006599,0.936790362
262,3,0.006919,0.936790362
263,1,0.005548,0.91286637
264,3,0.029762,0.936790362
265,3,0.018477,0.936790362
266,2,0.022502,0.733018358
267,1,0.003825,0.858417672
268,3,0.055463,0.936790362
269,3,0.016841,0.936790362
270,3,0.016397,0.936790362
271,3,0.006782,0.936790362
272,1,0.012778,0.943215174
273,3,0.005033,0.909259438
274,2,0.04445,0.733018358
275,1,2.00E-06,0.002205284
276,1,0.005592,0.913853099
277,3,0.009496,0.936790362
278,1,0.014024,0.943215174
279,3,0.009433,0.936790362
280,3,0.002607,0.803096729
281,2,0.022837,0.733018358
282,3,0.008209,0.936790362
283,1,0.030305,0.943215174
284,1,0.045283,0.943215174
285,3,0.063727,0.936790362
286,2,0.010575,0.733018358
287,3,0.004741,0.901591915
288,3,0.006536,0.936790362
289,3,0.008472,0.936790362
290,3,0.01203,0.936790362
291,1,0.023157,0.943215174
292,1,0.007411,0.943215174
293,1,0.0143,0.943215174
294,3,0.059974,0.936790362
295,3,0.021744,0.936790362
296,3,0.009318,0.936790362
297,3,0.005535,0.920669143
298,2,0.023623,0.733018358
299,3,0.065185,0.936790362
300,3,0.008996,0.936790362
301,3,0.125952,0.936790362
302,3,0.008019,0.936790362
303,1,0.015469,0.943215174
304,1,0.002204,0.748995222
305,3,0.006143,0.93209047
306,3,0.043416,0.936790362
307,3,0.070162,0.936790362
308,2,0.00537,0.733018358
309,3,0.007046,0.936790362
310,3,0.010527,0.936790362
311,1,0.002051,0.732391352
312,1,0.011174,0.943215174
313,2,0.017597,0.733018358
314,1,0.004934,0.897394443
315,3,0.02455,0.936790362
316,1,0.017948,0.943215174
317,3,0.005443,0.918727086
318,1,0.031989,0.943215174
319,1,0.081398,0.943215174
320,3,0.014762,0.936790362
321,2,0.002732,0.60336502
322,3,0.009795,0.936790362
323,3,0.008014,0.936790362
324,3,0.012103,0.936790362
325,3,0.013835,0.936790362
326,3,0.030631,0.936790362
327,1,0.005371,0.908743602
328,1,0.009063,0.943215174
329,3,0.031757,0.936790362
330,3,0.037629,0.936790362
331,3,0.031887,0.936790362
332,3,0.003079,0.834500429
333,3,0.009509,0.936790362
334,1,0.005129,0.902678754
335,1,0.015182,0.943215174
336,2,0.007589,0.733018358
337,3,0.018853,0.936790362
338,1,0.006646,0.933715497
339,3,0.007406,0.936790362
340,2,2.00E-06,0.000863369
341,3,0.061121,0.936790362
342,1,0.010048,0.943215174
343,1,0.010016,0.943215174
344,1,0.006264,0.927270407
345,3,0.009231,0.936790362
346,3,0.010675,0.936790362
347,3,0.005929,0.928330255
348,1,0.011074,0.943215174
349,3,0.122515,0.936790362
350,3,0.009116,0.936790362
351,3,0.008919,0.936790362
352,3,0.025942,0.936790362
353,1,0.011659,0.943215174
354,2,0.019454,0.733018358
355,3,0.008614,0.936790362
356,2,0.047717,0.733018358
357,3,0.008322,0.936790362
358,2,0.008971,0.733018358
359,3,0.049669,0.936790362
360,3,0.017017,0.936790362
361,1,0.010254,0.943215174
362,3,0.016895,0.936790362
363,3,0.009058,0.936790362
364,3,0.013962,0.936790362
365,3,0.029236,0.936790362
366,3,0.022856,0.936790362
367,1,0.023416,0.943215174
368,2,0.09262,0.733018358
369,3,0.033011,0.936790362
370,3,0.011529,0.936790362
371,2,0.006112,0.733018358
372,3,0.020305,0.936790362
373,2,0.013196,0.733018358
374,1,0.005169,0.903717436
375,3,0.007634,0.936790362
376,3,0.010769,0.936790362
377,1,0.005069,0.901092478
378,3,0.013139,0.936790362
379,2,0.002993,0.630888578
380,3,0.075485,0.936790362
381,2,0.004953,0.733018358
382,3,0.014089,0.936790362
383,3,0.009689,0.936790362
384,1,0.005037,0.900232295
385,3,0.004439,0.892698872
386,3,0.026047,0.936790362
387,1,0.011731,0.943215174
388,3,0.010484,0.936790362
389,3,0.005809,0.926103339
390,1,0.011139,0.943215174
391,2,0.063076,0.733018358
392,3,0.040246,0.936790362
393,3,0.011921,0.936790362
394,3,0.00436,0.890190123
395,1,0.008208,0.943215174
396,3,0.014208,0.936790362
397,3,0.132178,0.936790362
398,3,0.003779,0.868933723
399,3,0.018749,0.936790362
400,3,0.005448,0.918834237
401,3,0.017005,0.936790362
402,1,0.005763,0.917552133
403,1,0.019988,0.943215174
404,2,0.014842,0.733018358
405,3,0.191903,0.936790362
406,1,0.012427,0.943215174
407,2,0.006837,0.733018358
408,3,0.016737,0.936790362
409,2,0.043929,0.733018358
410,3,0.033218,0.936790362
411,3,0.031295,0.936790362
412,3,0.012018,0.936790362
413,3,0.004615,0.898009712
414,1,0.010195,0.943215174
415,3,0.187491,0.936790362
416,3,0.017042,0.936790362
417,3,0.007971,0.936790362
418,2,0.004862,0.733018358
419,1,0.005679,0.915761513
420,3,0.007226,0.936790362
421,1,0.021883,0.943215174
422,1,0.00833,0.943215174
423,3,0.003331,0.848279359
424,3,0.060688,0.936790362
425,2,0.005605,0.733018358
426,3,0.011116,0.936790362
427,2,2.00E-06,0.000863369
428,2,0.010716,0.733018358
429,3,0.012769,0.936790362
430,3,0.003426,0.85303682
431,3,0.044293,0.936790362
432,3,0.007166,0.936790362
433,3,0.007191,0.936790362
434,3,0.03048,0.936790362
435,1,0.055755,0.943215174
436,3,0.007216,0.936790362
437,3,0.021726,0.936790362
438,1,0.018039,0.943215174
439,3,0.009608,0.936790362
440,3,0.006738,0.936790362
441,3,0.014897,0.936790362
442,2,0.005434,0.733018358
443,3,0.01138,0.936790362
444,1,0.008032,0.943215174
445,1,2.00E-06,0.002205284
446,1,0.027336,0.943215174
447,3,0.017844,0.936790362
448,2,0.001944,0.500993738
449,3,0.014774,0.936790362
450,1,0.008968,0.943215174
451,1,0.036795,0.943215174
452,1,0.008154,0.943215174
453,1,0.032547,0.943215174
454,3,0.017481,0.936790362
455,1,0.056551,0.943215174
456,3,0.00634,0.9353306
457,3,0.015325,0.936790362
458,3,0.019789,0.936790362
459,3,0.027082,0.936790362
460,2,0.008472,0.733018358
461,3,0.015013,0.936790362
462,3,0.013725,0.936790362
463,1,0.018897,0.943215174
464,1,0.009785,0.943215174
465,3,0.023994,0.936790362
466,1,0.005784,0.917992036
467,3,0.083477,0.936790362
468,3,0.003484,0.855834679
469,1,0.021402,0.943215174
470,1,0.052555,0.943215174
471,1,0.012431,0.943215174
472,3,0.033668,0.936790362
473,1,0.023361,0.943215174
474,3,0.009943,0.936790362
475,3,0.011447,0.936790362
476,3,0.01125,0.936790362
477,3,0.084329,0.936790362
478,2,0.016889,0.733018358
479,3,0.005632,0.922651054
480,3,0.027034,0.936790362
481,3,0.010831,0.936790362
482,3,0.018614,0.936790362
483,3,0.011974,0.936790362
484,3,0.015501,0.936790362
485,1,0.008891,0.943215174
486,3,0.056322,0.936790362
487,3,0.019613,0.936790362
488,3,0.010245,0.936790362
489,3,0.043891,0.936790362
490,1,0.002908,0.808157168
491,3,0.023425,0.936790362
492,1,0.007369,0.943215174
493,3,0.021066,0.936790362
494,3,0.007006,0.936790362
495,1,0.004818,0.894066604
496,1,0.011534,0.943215174
497,1,2.00E-06,0.002205284
498,3,0.047183,0.936790362
499,3,0.009959,0.936790362
500,1,0.032922,0.943215174
501,3,0.005289,0.915332894
502,3,0.009744,0.936790362
503,3,0.009728,0.936790362
504,3,0.011942,0.936790362
505,2,0.033705,0.733018358
506,1,0.011972,0.943215174
507,1,0.011656,0.943215174
508,1,0.005916,0.9206886
509,3,0.010808,0.936790362
510,3,0.021855,0.936790362
511,1,0.009214,0.943215174
512,3,0.026695,0.936790362
513,3,0.022777,0.936790362
514,3,0.009443,0.936790362
515,3,0.031383,0.936790362
516,1,0.034771,0.943215174
517,1,0.013506,0.943215174
518,2,0.002989,0.630486518
519,3,0.013806,0.936790362
520,1,0.004937,0.897478624
521,1,0.006007,0.922481153
522,2,0.052271,0.733018358
523,3,0.004502,0.894642882
524,1,0.012963,0.943215174
525,3,0.004938,0.906856667
526,2,2.00E-06,0.000863369
527,1,0.007683,0.943215174
528,3,0.019621,0.936790362
529,3,0.007307,0.936790362
530,3,0.081583,0.936790362
531,3,0.009084,0.936790362
532,3,0.058448,0.936790362
533,3,0.00919,0.936790362
534,3,0.019923,0.936790362
535,3,0.011069,0.936790362
536,1,0.026659,0.943215174
537,3,0.011959,0.936790362
538,3,0.016912,0.936790362
539,1,0.006152,0.925231216
540,2,2.00E-06,0.000863369
541,3,0.01244,0.936790362
542,3,0.007538,0.936790362
543,2,0.009929,0.733018358
544,3,0.033791,0.936790362
545,1,0.006781,0.935820064
546,3,0.028325,0.936790362
547,3,0.008373,0.936790362
548,3,0.016646,0.936790362
549,1,0.005443,0.910451005
550,3,0.021552,0.936790362
551,3,0.016512,0.936790362
