scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
iTst_403_1e3,1,5000,500,1000,171,3.0,0.0,1.0,0.0714,0.0517
iTst_404_1e3,1,5000,500,1000,133,0.0,1.0,-1.0,-0.0323,-0.0227
iTst_405_1e3,1,5000,500,1000,143,0.0,0.0,nan,0.0,0.0
iTst_406_1e3,1,5000,500,1000,158,0.0,2.0,-1.0,-0.0345,-0.0278
iTst_407_1e3,1,5000,500,1000,180,1.0,2.0,-0.3333,-0.0313,-0.0244
iTst_408_1e3,1,5000,500,1000,172,1.0,19.0,-0.9,-0.2727,-0.1682
iTst_409_1e3,1,5000,500,1000,135,0.0,0.0,nan,0.0,0.0
iTst_410_1e3,1,5000,500,1000,178,3.0,1.0,0.5,0.05,0.0308
iTst_411_1e3,1,5000,500,1000,127,0.0,0.0,nan,0.0,0.0
iTst_41_1e3,1,5000,500,1000,153,0.0,10.0,-1.0,-0.3846,-0.2222
iTst_412_1e3,1,5000,500,1000,145,1.0,1.0,0.0,0.0,0.0
iTst_413_1e3,1,5000,500,1000,137,0.0,24.0,-1.0,-1.0909,-0.4706
iTst_414_1e3,1,5000,500,1000,142,0.0,1.0,-1.0,-0.0357,-0.0238
iTst_415_1e3,1,5000,500,1000,164,1.0,2.0,-0.3333,-0.0256,-0.0175
iTst_416_1e3,1,5000,500,1000,142,0.0,13.0,-1.0,-0.4815,-0.2653
iTst_417_1e3,1,5000,500,1000,138,1.0,0.0,1.0,0.04,0.0323
iTst_418_1e3,1,5000,500,1000,145,0.0,1.0,-1.0,-0.0333,-0.0238
iTst_419_1e3,1,5000,500,1000,153,0.0,19.0,-1.0,-0.4634,-0.2639
iTst_4_1e3,1,5000,500,1000,148,3.0,1.0,0.5,0.05,0.037
iTst_420_1e3,1,5000,500,1000,202,0.0,2.0,-1.0,-0.0714,-0.0541
iTst_421_1e3,1,5000,500,1000,155,3.0,1.0,0.5,0.0313,0.025
iTst_42_1e3,1,5000,500,1000,143,0.0,15.0,-1.0,-0.3409,-0.2308
iTst_422_1e3,1,5000,500,1000,149,0.0,20.0,-1.0,-1.1111,-0.4878
iTst_423_1e3,1,5000,500,1000,156,0.0,0.0,nan,0.0,0.0
iTst_424_1e3,1,5000,500,1000,128,0.0,8.0,-1.0,-0.2667,-0.1739
iTst_425_1e3,1,5000,500,1000,162,1.0,2.0,-0.3333,-0.02,-0.0164
iTst_426_1e3,1,5000,500,1000,160,1.0,1.0,0.0,0.0,0.0
iTst_427_1e3,1,5000,500,1000,140,0.0,0.0,nan,0.0,0.0
iTst_428_1e3,1,5000,500,1000,139,1.0,1.0,0.0,0.0,0.0
iTst_429_1e3,1,5000,500,1000,144,0.0,0.0,nan,0.0,0.0
iTst_430_1e3,1,5000,500,1000,163,0.0,0.0,nan,0.0,0.0
iTst_431_1e3,1,5000,500,1000,157,0.0,0.0,nan,0.0,0.0
iTst_43_1e3,1,5000,500,1000,155,0.0,33.0,-1.0,-0.8684,-0.4177
iTst_432_1e3,1,5000,500,1000,157,2.0,3.0,-0.2,-0.027,-0.0159
iTst_433_1e3,1,5000,500,1000,125,0.0,0.0,nan,0.0,0.0
iTst_434_1e3,1,5000,500,1000,162,2.0,7.0,-0.5556,-0.1087,-0.0725
iTst_435_1e3,1,5000,500,1000,119,1.0,0.0,1.0,0.0455,0.027
iTst_436_1e3,1,5000,500,1000,150,0.0,11.0,-1.0,-0.44,-0.2245
iTst_437_1e3,1,5000,500,1000,143,0.0,0.0,nan,0.0,0.0
iTst_438_1e3,1,5000,500,1000,122,0.0,0.0,nan,0.0,0.0
iTst_439_1e3,1,5000,500,1000,164,0.0,0.0,nan,0.0,0.0
iTst_440_1e3,1,5000,500,1000,169,3.0,1.0,0.5,0.0513,0.0392
iTst_441_1e3,1,5000,500,1000,168,3.0,0.0,1.0,0.0938,0.0714
iTst_44_1e3,1,5000,500,1000,159,0.0,1.0,-1.0,-0.02,-0.0161
iTst_442_1e3,1,5000,500,1000,136,0.0,1.0,-1.0,-0.0526,-0.0294
iTst_443_1e3,1,5000,500,1000,130,0.0,0.0,nan,0.0,0.0
iTst_444_1e3,1,5000,500,1000,155,1.0,1.0,0.0,0.0,0.0
iTst_445_1e3,1,5000,500,1000,158,0.0,0.0,nan,0.0,0.0
iTst_446_1e3,1,5000,500,1000,156,1.0,3.0,-0.5,-0.0488,-0.0357
iTst_447_1e3,1,5000,500,1000,146,0.0,11.0,-1.0,-0.3548,-0.2037
iTst_448_1e3,1,5000,500,1000,140,0.0,0.0,nan,0.0,0.0
iTst_449_1e3,1,5000,500,1000,140,1.0,1.0,0.0,0.0,0.0
iTst_450_1e3,1,5000,500,1000,157,0.0,0.0,nan,0.0,0.0
iTst_451_1e3,1,5000,500,1000,157,2.0,1.0,0.3333,0.0417,0.0286
iTst_45_1e3,1,5000,500,1000,133,1.0,7.0,-0.75,-0.24,-0.1395
iTst_452_1e3,1,5000,500,1000,132,0.0,13.0,-1.0,-0.7647,-0.3095
iTst_453_1e3,1,5000,500,1000,167,1.0,0.0,1.0,0.0169,0.013
iTst_454_1e3,1,5000,500,1000,122,1.0,1.0,0.0,0.0,0.0
iTst_455_1e3,1,5000,500,1000,140,0.0,1.0,-1.0,-0.0435,-0.0333
iTst_456_1e3,1,5000,500,1000,146,0.0,0.0,nan,0.0,0.0
iTst_457_1e3,1,5000,500,1000,124,0.0,13.0,-1.0,-0.52,-0.2889
iTst_458_1e3,1,5000,500,1000,179,0.0,21.0,-1.0,-0.6176,-0.3443
iTst_459_1e3,1,5000,500,1000,152,0.0,0.0,nan,0.0,0.0
iTst_460_1e3,1,5000,500,1000,151,1.0,2.0,-0.3333,-0.0357,-0.0256
iTst_461_1e3,1,5000,500,1000,145,1.0,1.0,0.0,0.0,0.0
iTst_46_1e3,1,5000,500,1000,165,3.0,0.0,1.0,0.0909,0.0545
iTst_462_1e3,1,5000,500,1000,127,0.0,9.0,-1.0,-0.3333,-0.2195
iTst_463_1e3,1,5000,500,1000,146,0.0,7.0,-1.0,-0.2059,-0.1489
iTst_464_1e3,1,5000,500,1000,148,1.0,1.0,0.0,0.0,0.0
iTst_465_1e3,1,5000,500,1000,156,1.0,1.0,0.0,0.0,0.0
iTst_466_1e3,1,5000,500,1000,137,2.0,8.0,-0.6,-0.1765,-0.1053
iTst_467_1e3,1,5000,500,1000,124,0.0,0.0,nan,0.0,0.0
iTst_468_1e3,1,5000,500,1000,148,0.0,0.0,nan,0.0,0.0
iTst_469_1e3,1,5000,500,1000,137,0.0,22.0,-1.0,-0.8462,-0.386
iTst_470_1e3,1,5000,500,1000,142,2.0,0.0,1.0,0.1111,0.0741
iTst_471_1e3,1,5000,500,1000,130,0.0,0.0,nan,0.0,0.0
iTst_47_1e3,1,5000,500,1000,131,0.0,0.0,nan,0.0,0.0
iTst_472_1e3,1,5000,500,1000,124,0.0,1.0,-1.0,-0.0667,-0.04
iTst_473_1e3,1,5000,500,1000,133,1.0,0.0,1.0,0.0526,0.0323
iTst_474_1e3,1,5000,500,1000,134,0.0,10.0,-1.0,-0.2857,-0.1786
iTst_475_1e3,1,5000,500,1000,167,0.0,13.0,-1.0,-0.5417,-0.325
iTst_476_1e3,1,5000,500,1000,178,0.0,0.0,nan,0.0,0.0
iTst_477_1e3,1,5000,500,1000,132,0.0,6.0,-1.0,-0.2857,-0.1667
iTst_478_1e3,1,5000,500,1000,158,1.0,0.0,1.0,0.0263,0.0204
iTst_479_1e3,1,5000,500,1000,160,0.0,12.0,-1.0,-0.4615,-0.25
iTst_480_1e3,1,5000,500,1000,132,1.0,0.0,1.0,0.025,0.0172
iTst_481_1e3,1,5000,500,1000,167,0.0,1.0,-1.0,-0.025,-0.0167
iTst_48_1e3,1,5000,500,1000,138,0.0,2.0,-1.0,-0.0667,-0.0488
iTst_482_1e3,1,5000,500,1000,176,0.0,0.0,nan,0.0,0.0
iTst_483_1e3,1,5000,500,1000,163,7.0,1.0,0.75,0.1176,0.0811
iTst_484_1e3,1,5000,500,1000,142,0.0,1.0,-1.0,-0.0417,-0.025
iTst_485_1e3,1,5000,500,1000,151,1.0,0.0,1.0,0.0417,0.0303
iTst_486_1e3,1,5000,500,1000,152,0.0,11.0,-1.0,-0.2683,-0.193
iTst_487_1e3,1,5000,500,1000,134,0.0,2.0,-1.0,-0.0952,-0.0645
iTst_488_1e3,1,5000,500,1000,140,0.0,0.0,nan,0.0,0.0
iTst_489_1e3,1,5000,500,1000,181,1.0,1.0,0.0,0.0,0.0
iTst_490_1e3,1,5000,500,1000,144,0.0,0.0,nan,0.0,0.0
iTst_491_1e3,1,5000,500,1000,157,0.0,0.0,nan,0.0,0.0
iTst_49_1e3,1,5000,500,1000,154,0.0,0.0,nan,0.0,0.0
iTst_492_1e3,1,5000,500,1000,160,1.0,11.0,-0.8333,-0.3846,-0.2083
iTst_493_1e3,1,5000,500,1000,145,0.0,0.0,nan,0.0,0.0
iTst_494_1e3,1,5000,500,1000,151,1.0,0.0,1.0,0.0303,0.0204
iTst_495_1e3,1,5000,500,1000,170,0.0,0.0,nan,0.0,0.0
iTst_496_1e3,1,5000,500,1000,187,0.0,0.0,nan,0.0,0.0
iTst_497_1e3,1,5000,500,1000,157,1.0,1.0,0.0,0.0,0.0
iTst_498_1e3,1,5000,500,1000,140,1.0,0.0,1.0,0.0385,0.027
iTst_499_1e3,1,5000,500,1000,161,0.0,1.0,-1.0,-0.0244,-0.0222
iTst_500_1e3,1,5000,500,1000,157,0.0,0.0,nan,0.0,0.0
iTst_501_1e3,1,5000,500,1000,149,0.0,0.0,nan,0.0,0.0
iTst_50_1e3,1,5000,500,1000,138,1.0,2.0,-0.3333,-0.0222,-0.0145
iTst_502_1e3,1,5000,500,1000,170,2.0,1.0,0.3333,0.0208,0.0167
iTst_503_1e3,1,5000,500,1000,132,1.0,5.0,-0.6667,-0.1905,-0.1111
iTst_504_1e3,1,5000,500,1000,154,1.0,8.0,-0.7778,-0.1795,-0.1207
iTst_505_1e3,1,5000,500,1000,143,0.0,25.0,-1.0,-0.4902,-0.2841
iTst_506_1e3,1,5000,500,1000,134,1.0,16.0,-0.8824,-0.5357,-0.2941
iTst_507_1e3,1,5000,500,1000,131,0.0,1.0,-1.0,-0.0345,-0.0213
iTst_508_1e3,1,5000,500,1000,142,0.0,0.0,nan,0.0,0.0
iTst_509_1e3,1,5000,500,1000,149,0.0,16.0,-1.0,-0.4848,-0.2759
iTst_510_1e3,1,5000,500,1000,157,1.0,0.0,1.0,0.0213,0.0179
iTst_511_1e3,1,5000,500,1000,142,1.0,24.0,-0.92,-0.7667,-0.3651
iTst_51_1e3,1,5000,500,1000,134,0.0,23.0,-1.0,-0.92,-0.4182
iTst_512_1e3,1,5000,500,1000,132,0.0,10.0,-1.0,-0.4348,-0.2439
iTst_513_1e3,1,5000,500,1000,138,10.0,1.0,0.8182,0.2143,0.1324
iTst_514_1e3,1,5000,500,1000,136,1.0,11.0,-0.8333,-0.303,-0.1667
iTst_515_1e3,1,5000,500,1000,146,1.0,0.0,1.0,0.0313,0.0233
iTst_516_1e3,1,5000,500,1000,156,8.0,2.0,0.6,0.1154,0.0857
iTst_517_1e3,1,5000,500,1000,144,0.0,23.0,-1.0,-0.6765,-0.3594
iTst_518_1e3,1,5000,500,1000,142,0.0,0.0,nan,0.0,0.0
iTst_519_1e3,1,5000,500,1000,143,0.0,0.0,nan,0.0,0.0
iTst_5_1e3,1,5000,500,1000,151,0.0,1.0,-1.0,-0.0256,-0.0179
iTst_520_1e3,1,5000,500,1000,158,2.0,1.0,0.3333,0.0286,0.0189
iTst_521_1e3,1,5000,500,1000,124,1.0,13.0,-0.8571,-0.3871,-0.2449
iTst_52_1e3,1,5000,500,1000,122,0.0,9.0,-1.0,-0.3913,-0.2432
iTst_522_1e3,1,5000,500,1000,130,1.0,1.0,0.0,0.0,0.0
iTst_523_1e3,1,5000,500,1000,161,1.0,14.0,-0.8667,-0.3714,-0.2031
iTst_524_1e3,1,5000,500,1000,155,0.0,19.0,-1.0,-0.5429,-0.3016
iTst_525_1e3,1,5000,500,1000,151,4.0,0.0,1.0,0.1212,0.0769
iTst_526_1e3,1,5000,500,1000,123,1.0,7.0,-0.75,-0.3158,-0.2
iTst_527_1e3,1,5000,500,1000,147,0.0,3.0,-1.0,-0.1154,-0.0652
iTst_528_1e3,1,5000,500,1000,128,1.0,8.0,-0.7778,-0.2593,-0.1628
iTst_529_1e3,1,5000,500,1000,120,0.0,18.0,-1.0,-0.72,-0.3673
iTst_530_1e3,1,5000,500,1000,158,0.0,0.0,nan,0.0,0.0
iTst_531_1e3,1,5000,500,1000,151,0.0,0.0,nan,0.0,0.0
iTst_53_1e3,1,5000,500,1000,170,0.0,0.0,nan,0.0,0.0
iTst_532_1e3,1,5000,500,1000,131,1.0,0.0,1.0,0.05,0.0345
iTst_533_1e3,1,5000,500,1000,140,1.0,1.0,0.0,0.0,0.0
iTst_534_1e3,1,5000,500,1000,116,0.0,0.0,nan,0.0,0.0
iTst_535_1e3,1,5000,500,1000,151,1.0,0.0,1.0,0.0196,0.0141
iTst_536_1e3,1,5000,500,1000,151,0.0,2.0,-1.0,-0.125,-0.0769
iTst_537_1e3,1,5000,500,1000,174,0.0,0.0,nan,0.0,0.0
iTst_538_1e3,1,5000,500,1000,162,15.0,1.0,0.875,0.2979,0.2059
iTst_539_1e3,1,5000,500,1000,159,0.0,14.0,-1.0,-0.5833,-0.3111
iTst_540_1e3,1,5000,500,1000,157,1.0,0.0,1.0,0.0385,0.0256
iTst_541_1e3,1,5000,500,1000,165,1.0,3.0,-0.5,-0.0556,-0.0351
iTst_54_1e3,1,5000,500,1000,151,1.0,0.0,1.0,0.0227,0.0182
iTst_542_1e3,1,5000,500,1000,141,0.0,0.0,nan,0.0,0.0
iTst_543_1e3,1,5000,500,1000,163,0.0,4.0,-1.0,-0.129,-0.0784
iTst_544_1e3,1,5000,500,1000,129,0.0,0.0,nan,0.0,0.0
iTst_545_1e3,1,5000,500,1000,128,2.0,0.0,1.0,0.08,0.0625
iTst_546_1e3,1,5000,500,1000,125,0.0,4.0,-1.0,-0.16,-0.0976
iTst_547_1e3,1,5000,500,1000,151,0.0,0.0,nan,0.0,0.0
iTst_548_1e3,1,5000,500,1000,142,0.0,5.0,-1.0,-0.1282,-0.0943
iTst_549_1e3,1,5000,500,1000,134,0.0,0.0,nan,0.0,0.0
iTst_550_1e3,1,5000,500,1000,139,0.0,1.0,-1.0,-0.0417,-0.0286
iTst_551_1e3,1,5000,500,1000,123,0.0,0.0,nan,0.0,0.0
iTst_55_1e3,1,5000,500,1000,168,0.0,14.0,-1.0,-0.4,-0.2258
iTst_552_1e3,1,5000,500,1000,159,0.0,1.0,-1.0,-0.0313,-0.0204
iTst_553_1e3,1,5000,500,1000,166,1.0,0.0,1.0,0.0263,0.02
iTst_554_1e3,1,5000,500,1000,140,0.0,0.0,nan,0.0,0.0
iTst_555_1e3,1,5000,500,1000,141,1.0,5.0,-0.6667,-0.16,-0.08
iTst_556_1e3,1,5000,500,1000,138,0.0,0.0,nan,0.0,0.0
iTst_557_1e3,1,5000,500,1000,149,0.0,1.0,-1.0,-0.0357,-0.0238
iTst_558_1e3,1,5000,500,1000,167,0.0,6.0,-1.0,-0.15,-0.1017
iTst_559_1e3,1,5000,500,1000,144,0.0,0.0,nan,0.0,0.0
iTst_560_1e3,1,5000,500,1000,123,0.0,7.0,-1.0,-0.3043,-0.1667
iTst_561_1e3,1,5000,500,1000,140,1.0,0.0,1.0,0.0313,0.025
iTst_56_1e3,1,5000,500,1000,170,1.0,21.0,-0.9091,-0.3922,-0.2439
iTst_562_1e3,1,5000,500,1000,157,1.0,4.0,-0.6,-0.0789,-0.0536
iTst_563_1e3,1,5000,500,1000,138,2.0,0.0,1.0,0.0667,0.0513
iTst_564_1e3,1,5000,500,1000,144,0.0,1.0,-1.0,-0.0357,-0.0213
iTst_565_1e3,1,5000,500,1000,160,0.0,3.0,-1.0,-0.0938,-0.0638
iTst_566_1e3,1,5000,500,1000,167,0.0,0.0,nan,0.0,0.0
iTst_567_1e3,1,5000,500,1000,151,0.0,0.0,nan,0.0,0.0
iTst_568_1e3,1,5000,500,1000,137,0.0,0.0,nan,0.0,0.0
iTst_569_1e3,1,5000,500,1000,141,0.0,0.0,nan,0.0,0.0
iTst_570_1e3,1,5000,500,1000,122,0.0,0.0,nan,0.0,0.0
iTst_571_1e3,1,5000,500,1000,148,0.0,0.0,nan,0.0,0.0
iTst_57_1e3,1,5000,500,1000,173,1.0,0.0,1.0,0.0278,0.0244
iTst_572_1e3,1,5000,500,1000,130,0.0,1.0,-1.0,-0.0385,-0.025
iTst_573_1e3,1,5000,500,1000,131,2.0,1.0,0.3333,0.0323,0.0208
iTst_574_1e3,1,5000,500,1000,128,4.0,0.0,1.0,0.129,0.0952
iTst_575_1e3,1,5000,500,1000,138,1.0,23.0,-0.9167,-0.6111,-0.3438
iTst_576_1e3,1,5000,500,1000,168,0.0,1.0,-1.0,-0.0294,-0.0196
iTst_577_1e3,1,5000,500,1000,143,1.0,0.0,1.0,0.0313,0.0217
iTst_578_1e3,1,5000,500,1000,141,0.0,0.0,nan,0.0,0.0
iTst_579_1e3,1,5000,500,1000,129,0.0,9.0,-1.0,-0.4091,-0.1875
iTst_580_1e3,1,5000,500,1000,188,1.0,0.0,1.0,0.0182,0.0132
iTst_581_1e3,1,5000,500,1000,137,1.0,0.0,1.0,0.037,0.0263
iTst_58_1e3,1,5000,500,1000,153,0.0,11.0,-1.0,-0.4583,-0.2292
iTst_582_1e3,1,5000,500,1000,154,1.0,35.0,-0.9444,-1.0625,-0.4474
iTst_583_1e3,1,5000,500,1000,158,0.0,0.0,nan,0.0,0.0
iTst_584_1e3,1,5000,500,1000,164,1.0,2.0,-0.3333,-0.0323,-0.0189
iTst_585_1e3,1,5000,500,1000,134,1.0,12.0,-0.8462,-0.3056,-0.1864
iTst_586_1e3,1,5000,500,1000,163,1.0,1.0,0.0,0.0,0.0
iTst_587_1e3,1,5000,500,1000,126,0.0,1.0,-1.0,-0.0333,-0.0256
iTst_588_1e3,1,5000,500,1000,149,1.0,23.0,-0.9167,-0.6111,-0.3056
iTst_589_1e3,1,5000,500,1000,130,0.0,16.0,-1.0,-0.5161,-0.3019
iTst_590_1e3,1,5000,500,1000,171,0.0,0.0,nan,0.0,0.0
iTst_591_1e3,1,5000,500,1000,148,2.0,0.0,1.0,0.0526,0.0328
iTst_59_1e3,1,5000,500,1000,151,0.0,0.0,nan,0.0,0.0
iTst_592_1e3,1,5000,500,1000,129,1.0,5.0,-0.6667,-0.1538,-0.1
iTst_593_1e3,1,5000,500,1000,173,2.0,2.0,0.0,0.0,0.0
iTst_594_1e3,1,5000,500,1000,170,1.0,43.0,-0.9545,-0.8077,-0.42
iTst_595_1e3,1,5000,500,1000,139,0.0,15.0,-1.0,-1.0,-0.4167
iTst_596_1e3,1,5000,500,1000,135,0.0,0.0,nan,0.0,0.0
iTst_597_1e3,1,5000,500,1000,155,1.0,11.0,-0.8333,-0.4348,-0.2174
iTst_598_1e3,1,5000,500,1000,139,1.0,0.0,1.0,0.0345,0.0227
iTst_599_1e3,1,5000,500,1000,170,1.0,1.0,0.0,0.0,0.0
iTst_600_1e3,1,5000,500,1000,147,0.0,1.0,-1.0,-0.0385,-0.0303
iTst_601_1e3,1,5000,500,1000,152,0.0,20.0,-1.0,-0.7692,-0.3922
iTst_60_1e3,1,5000,500,1000,137,1.0,1.0,0.0,0.0,0.0
iTst_602_1e3,1,5000,500,1000,138,2.0,0.0,1.0,0.0526,0.0435
iTst_603_1e3,1,5000,500,1000,157,1.0,0.0,1.0,0.0263,0.0189
iTst_604_1e3,1,5000,500,1000,147,1.0,0.0,1.0,0.0303,0.0204
iTst_605_1e3,1,5000,500,1000,155,0.0,0.0,nan,0.0,0.0
iTst_606_1e3,1,5000,500,1000,133,0.0,1.0,-1.0,-0.027,-0.0192
iTst_607_1e3,1,5000,500,1000,152,1.0,30.0,-0.9355,-0.5577,-0.3494
iTst_608_1e3,1,5000,500,1000,158,1.0,0.0,1.0,0.027,0.0208
iTst_609_1e3,1,5000,500,1000,157,2.0,0.0,1.0,0.0476,0.0385
iTst_610_1e3,1,5000,500,1000,154,0.0,0.0,nan,0.0,0.0
iTst_611_1e3,1,5000,500,1000,152,1.0,1.0,0.0,0.0,0.0
iTst_61_1e3,1,5000,500,1000,153,1.0,0.0,1.0,0.0244,0.0204
iTst_612_1e3,1,5000,500,1000,151,0.0,7.0,-1.0,-0.2121,-0.1296
iTst_613_1e3,1,5000,500,1000,134,0.0,0.0,nan,0.0,0.0
iTst_614_1e3,1,5000,500,1000,141,0.0,1.0,-1.0,-0.0435,-0.0256
iTst_615_1e3,1,5000,500,1000,160,1.0,0.0,1.0,0.037,0.027
iTst_616_1e3,1,5000,500,1000,153,1.0,0.0,1.0,0.0233,0.0175
iTst_617_1e3,1,5000,500,1000,167,0.0,1.0,-1.0,-0.037,-0.0204
iTst_618_1e3,1,5000,500,1000,152,0.0,0.0,nan,0.0,0.0
iTst_619_1e3,1,5000,500,1000,163,0.0,1.0,-1.0,-0.0213,-0.0164
iTst_6_1e3,1,5000,500,1000,154,0.0,2.0,-1.0,-0.0571,-0.0392
iTst_620_1e3,1,5000,500,1000,159,0.0,0.0,nan,0.0,0.0
iTst_621_1e3,1,5000,500,1000,126,0.0,22.0,-1.0,-0.9565,-0.4314
iTst_62_1e3,1,5000,500,1000,148,1.0,0.0,1.0,0.025,0.0204
iTst_622_1e3,1,5000,500,1000,148,0.0,0.0,nan,0.0,0.0
iTst_623_1e3,1,5000,500,1000,144,0.0,1.0,-1.0,-0.0333,-0.0278
iTst_624_1e3,1,5000,500,1000,151,8.0,1.0,0.7778,0.2059,0.1129
iTst_625_1e3,1,5000,500,1000,133,0.0,5.0,-1.0,-0.1613,-0.1087
iTst_626_1e3,1,5000,500,1000,136,0.0,0.0,nan,0.0,0.0
iTst_627_1e3,1,5000,500,1000,170,0.0,1.0,-1.0,-0.0357,-0.0278
iTst_628_1e3,1,5000,500,1000,178,1.0,12.0,-0.8462,-0.2895,-0.1692
iTst_629_1e3,1,5000,500,1000,153,0.0,0.0,nan,0.0,0.0
iTst_630_1e3,1,5000,500,1000,150,1.0,18.0,-0.8947,-0.7391,-0.3617
iTst_631_1e3,1,5000,500,1000,138,0.0,7.0,-1.0,-0.2692,-0.1707
iTst_63_1e3,1,5000,500,1000,157,0.0,2.0,-1.0,-0.0667,-0.0426
iTst_632_1e3,1,5000,500,1000,133,0.0,10.0,-1.0,-0.3448,-0.2128
iTst_633_1e3,1,5000,500,1000,140,0.0,1.0,-1.0,-0.027,-0.02
iTst_634_1e3,1,5000,500,1000,153,1.0,0.0,1.0,0.0278,0.0208
iTst_635_1e3,1,5000,500,1000,141,0.0,1.0,-1.0,-0.0323,-0.0208
iTst_636_1e3,1,5000,500,1000,133,9.0,4.0,0.3846,0.1351,0.0794
iTst_637_1e3,1,5000,500,1000,194,0.0,20.0,-1.0,-0.6667,-0.3571
iTst_638_1e3,1,5000,500,1000,129,0.0,9.0,-1.0,-0.4091,-0.2368
iTst_639_1e3,1,5000,500,1000,159,0.0,15.0,-1.0,-0.6,-0.3333
iTst_640_1e3,1,5000,500,1000,160,0.0,14.0,-1.0,-0.4516,-0.2745
iTst_641_1e3,1,5000,500,1000,125,0.0,11.0,-1.0,-0.6111,-0.3333
iTst_64_1e3,1,5000,500,1000,170,0.0,15.0,-1.0,-0.3947,-0.2344
iTst_642_1e3,1,5000,500,1000,156,0.0,0.0,nan,0.0,0.0
iTst_643_1e3,1,5000,500,1000,171,0.0,1.0,-1.0,-0.0185,-0.0156
iTst_644_1e3,1,5000,500,1000,138,1.0,2.0,-0.3333,-0.0345,-0.0244
iTst_645_1e3,1,5000,500,1000,137,0.0,0.0,nan,0.0,0.0
iTst_646_1e3,1,5000,500,1000,144,0.0,3.0,-1.0,-0.0968,-0.0612
iTst_647_1e3,1,5000,500,1000,161,0.0,8.0,-1.0,-0.2222,-0.16
iTst_648_1e3,1,5000,500,1000,157,1.0,1.0,0.0,0.0,0.0
iTst_649_1e3,1,5000,500,1000,164,1.0,0.0,1.0,0.0294,0.0233
iTst_650_1e3,1,5000,500,1000,134,0.0,0.0,nan,0.0,0.0
iTst_651_1e3,1,5000,500,1000,168,0.0,1.0,-1.0,-0.02,-0.0172
iTst_65_1e3,1,5000,500,1000,147,0.0,0.0,nan,0.0,0.0
iTst_652_1e3,1,5000,500,1000,135,1.0,0.0,1.0,0.0345,0.0227
iTst_653_1e3,1,5000,500,1000,156,1.0,0.0,1.0,0.0227,0.0172
iTst_654_1e3,1,5000,500,1000,136,0.0,17.0,-1.0,-0.85,-0.4146
iTst_655_1e3,1,5000,500,1000,128,1.0,0.0,1.0,0.0455,0.0333
iTst_656_1e3,1,5000,500,1000,162,0.0,1.0,-1.0,-0.0238,-0.0204
iTst_657_1e3,1,5000,500,1000,158,0.0,7.0,-1.0,-0.2692,-0.1591
iTst_658_1e3,1,5000,500,1000,143,0.0,0.0,nan,0.0,0.0
iTst_659_1e3,1,5000,500,1000,142,1.0,2.0,-0.3333,-0.0256,-0.02
iTst_660_1e3,1,5000,500,1000,189,21.0,2.0,0.8261,0.3878,0.2317
iTst_661_1e3,1,5000,500,1000,141,0.0,2.0,-1.0,-0.05,-0.0455
iTst_66_1e3,1,5000,500,1000,135,2.0,0.0,1.0,0.0606,0.0417
iTst_662_1e3,1,5000,500,1000,124,0.0,11.0,-1.0,-0.44,-0.2558
iTst_663_1e3,1,5000,500,1000,142,1.0,0.0,1.0,0.0286,0.025
iTst_664_1e3,1,5000,500,1000,138,0.0,11.0,-1.0,-0.3667,-0.2245
iTst_665_1e3,1,5000,500,1000,153,0.0,5.0,-1.0,-0.1613,-0.102
iTst_666_1e3,1,5000,500,1000,141,1.0,0.0,1.0,0.0417,0.037
iTst_667_1e3,1,5000,500,1000,157,0.0,1.0,-1.0,-0.0286,-0.0217
iTst_668_1e3,1,5000,500,1000,133,1.0,0.0,1.0,0.0313,0.0196
iTst_669_1e3,1,5000,500,1000,132,1.0,1.0,0.0,0.0,0.0
iTst_670_1e3,1,5000,500,1000,130,0.0,21.0,-1.0,-0.7778,-0.3684
iTst_671_1e3,1,5000,500,1000,148,0.0,2.0,-1.0,-0.069,-0.0435
iTst_67_1e3,1,5000,500,1000,139,0.0,12.0,-1.0,-0.8,-0.375
iTst_672_1e3,1,5000,500,1000,144,1.0,5.0,-0.6667,-0.1176,-0.0784
iTst_673_1e3,1,5000,500,1000,165,5.0,0.0,1.0,0.1136,0.0758
iTst_674_1e3,1,5000,500,1000,142,0.0,0.0,nan,0.0,0.0
iTst_675_1e3,1,5000,500,1000,143,0.0,1.0,-1.0,-0.0385,-0.0204
iTst_676_1e3,1,5000,500,1000,141,0.0,1.0,-1.0,-0.0263,-0.0167
iTst_677_1e3,1,5000,500,1000,189,1.0,1.0,0.0,0.0,0.0
iTst_678_1e3,1,5000,500,1000,151,0.0,1.0,-1.0,-0.0196,-0.0164
iTst_679_1e3,1,5000,500,1000,145,0.0,1.0,-1.0,-0.0256,-0.0182
iTst_680_1e3,1,5000,500,1000,127,2.0,0.0,1.0,0.069,0.0513
iTst_681_1e3,1,5000,500,1000,172,1.0,12.0,-0.8462,-0.2558,-0.1549
iTst_68_1e3,1,5000,500,1000,162,0.0,14.0,-1.0,-0.2857,-0.1647
iTst_682_1e3,1,5000,500,1000,162,0.0,3.0,-1.0,-0.1,-0.0625
iTst_683_1e3,1,5000,500,1000,166,1.0,20.0,-0.9048,-0.5278,-0.2836
iTst_684_1e3,1,5000,500,1000,133,0.0,1.0,-1.0,-0.0313,-0.0192
